Datetime,X1,X2,X3,X4,X5
2017-04-15 02:00:00,-19.401940455672097,-20.564199355293468,-19.758178753675487,-11.683628983483564,-12.699828482206676
2017-04-15 02:30:00,-18.573555665940745,-20.054131967460357,-21.272072935055277,-11.219960478987725,-25.10888202486484
2017-04-15 03:00:00,-16.456733939750894,-17.0568429843303,-27.954629644935014,-23.33336257822042,-24.973272653644738
2017-04-15 03:30:00,-24.907569059368267,-24.17009928783284,-32.56351892936505,-35.40873189941643,-37.616785019425
2017-04-15 04:00:00,-25.98611190303586,-26.793999256382417,-40.675530171801164,-46.92926538231783,-60.6513696189267
2017-04-15 04:30:00,-35.5979266232005,-37.4642301283059,-48.21564887675467,-67.66018700214083,-84.1230444418586
2017-04-15 05:00:00,-62.75733066771673,-68.62378788391256,-85.18809011012877,-98.4850290720732,-130.1538044077621
2017-04-15 05:30:00,-120.29502104696856,-122.67547536372786,-119.65515889148026,-133.78626118388812,-184.35448429938364
2017-04-15 06:00:00,-292.01288606574843,-291.7507988502629,-161.85192160486272,-328.28749165654034,-340.21756155002896
2017-04-15 06:30:00,-385.9389409091807,-378.39344947156405,-240.85719534881818,-724.5401225513397,-692.7354351543216
2017-04-15 07:00:00,-494.0109925453573,-514.5891451712773,-256.5034568874976,-1106.5352105907998,-924.6734494984499
2017-04-15 07:30:00,-540.5402611561626,-543.8898013057677,-282.1550175966272,-1689.9261274663938,-1375.5314742222092
2017-04-15 08:00:00,-707.4491947496359,-695.8418557860964,-303.8115894619562,-2137.6983249002046,-1374.8890515263554
2017-04-15 08:30:00,-816.5809682270537,-820.193172409705,-339.6695939136494,-1938.8883343983446,-1668.2557103706824
2017-04-15 09:00:00,-875.839507460296,-897.7940198759484,-347.4343395320097,-1897.9106324821967,-1897.9372292714033
2017-04-15 09:30:00,-947.4555088782,-1004.5370258798613,-364.8844450322447,-2130.913703185198,-1920.9945840759121
2017-04-15 10:00:00,-954.0851329805381,-1058.823399933121,-333.48172010823066,-2163.923336173404,-2033.2256403538006
2017-04-15 10:30:00,-967.3605763976493,-1009.2542196195542,-353.3305784591883,-2245.0800769367875,-1883.5496531898323
2017-04-15 11:00:00,-932.2120410104845,-914.1126412615544,-341.070765195971,-2185.7735974970415,-1893.931159778792
2017-04-15 11:30:00,-880.3585910039143,-926.9887637199107,-324.5220063906877,-2273.703429928151,-1867.8279943765383
2017-04-15 12:00:00,-858.8835544379699,-929.9978637728133,-305.78688302438303,-2264.432874467694,-1985.7711727158567
2017-04-15 12:30:00,-846.776630578475,-878.9488738271613,-309.3069013950619,-2086.987284187563,-1877.2651726855574
2017-04-15 13:00:00,-806.8488398464903,-847.8835310234671,-310.0694646857374,-2122.9673727570575,-1774.2422481981428
2017-04-15 13:30:00,-797.968224833241,-876.2516586468937,-304.7148936515154,-1982.7648083990828,-1742.0337753000197
2017-04-15 14:00:00,-861.4024737360486,-901.0937074008974,-315.12727093512626,-2020.970764899951,-1701.1608334950736
2017-04-15 14:30:00,-881.2224176322284,-889.1763820573034,-344.0704985768953,-1902.1568297106044,-1691.6393068182745
2017-04-15 15:00:00,-862.8517204174186,-898.3952445014673,-346.75921316800236,-2115.9109073114355,-1911.4102649137442
2017-04-15 15:30:00,-823.7506098714794,-916.6289274907349,-343.48806349273195,-2077.378428996129,-2000.226477964549
2017-04-15 16:00:00,-906.0626454551324,-909.7321539240547,-337.77481270177634,-1992.00960298134,-1847.075023106261
2017-04-15 16:30:00,-865.7056358267204,-898.4948765744226,-322.2803859139718,-2109.4316249832386,-1788.7335663501678
2017-04-15 17:00:00,-870.15765415606,-897.1228330496247,-303.6870221814659,-2116.9900047195993,-1834.0719070329549
2017-04-15 17:30:00,-858.316653053649,-908.8329123985804,-303.90951631846923,-2014.813745215489,-1685.6769870545647
2017-04-15 18:00:00,-784.7062325766791,-801.4058931912837,-267.1339828766402,-1859.9297083681233,-1629.9536314996287
2017-04-15 18:30:00,-699.2493672587983,-762.7110031599542,-253.3328747995739,-1755.2059685926451,-1472.8283730638602
2017-04-15 19:00:00,-650.5408308651753,-659.5765112741603,-222.06104712137108,-1508.81634389825,-1253.718935675194
2017-04-15 19:30:00,-589.147820592916,-621.0858587354061,-204.58218439815823,-1284.562566101659,-1167.9878629264301
2017-04-15 20:00:00,-534.8531207520106,-518.912192040586,-172.13173369025466,-1115.6227458652193,-927.489698497776
2017-04-15 20:30:00,-489.72626054428036,-488.6932194719173,-136.52332626855357,-1072.3689218801098,-898.0554605736673
2017-04-15 21:00:00,-452.932123354196,-478.4219137593927,-128.80602877506007,-1025.1699860569324,-745.8640530228719
2017-04-15 21:30:00,-396.1038849786177,-411.8979020784397,-103.12890494986226,-850.5629394082663,-555.5228563106806
2017-04-15 22:00:00,-359.69588455692,-386.6283133622497,-74.70879934795286,-697.5736865769674,-458.8555417721603
2017-04-15 22:30:00,-287.4595277487648,-314.4445650301374,-56.54527815898053,-559.8418888042523,-353.71270734503065
2017-04-15 23:00:00,-213.74986138383792,-212.70412068001178,-47.48292855228497,-450.81113087151795,-222.19144735698373
2017-04-15 23:30:00,-136.04191238297773,-145.41913810567465,-36.720263699667534,-154.44338181579053,-160.91719513163045
2017-04-16 00:00:00,-45.8090848894311,-46.09310524759724,-23.854538388082613,-34.587165516146,-63.71034657742769
2017-04-16 00:30:00,-18.654832394284217,-20.444774832482427,-21.37332654014361,-33.0206475618677,-49.89564495906183
2017-04-16 01:00:00,-21.331324025266827,-23.099141502833778,-21.72174146914799,-11.494968536479059,-38.515325292363435
2017-04-16 01:30:00,-23.72770079272694,-24.289743856040477,-20.251257380410685,-23.479052908277268,-23.655787037360586
2017-04-16 02:00:00,-18.462460130707644,-19.783788110320874,-19.298966313765888,-11.140522496027357,-12.010777598864976
2017-04-16 02:30:00,-19.845380606025042,-20.74532308423724,-21.509524337938462,-11.752361048081468,-24.909244751287677
2017-04-16 03:00:00,-17.788653299569223,-18.234799758184927,-27.387389702109292,-21.677818171438645,-25.80584316727972
2017-04-16 03:30:00,-23.369076784234398,-25.153255831482507,-32.47497876339688,-32.44488049426585,-36.51089050972667
2017-04-16 04:00:00,-25.695083888482955,-28.38826077735774,-40.327768170153035,-47.42244368557039,-62.85658919315953
2017-04-16 04:30:00,-35.74044328190393,-37.76647749483306,-46.22383185945833,-66.87719813244554,-91.23731314496031
2017-04-16 05:00:00,-62.12377715815947,-68.4003436120761,-82.93320809383769,-105.00686667034097,-129.0137247560296
2017-04-16 05:30:00,-126.78247643137011,-125.23205452823386,-130.89363311465408,-134.28431585802403,-183.37406367159772
2017-04-16 06:00:00,-279.1605298007681,-280.56490822811594,-159.426469021806,-331.5513763847552,-324.2060702369196
2017-04-16 06:30:00,-387.65126678699136,-401.9475445198456,-228.07736420968251,-729.6203279005249,-698.0598585414923
2017-04-16 07:00:00,-466.3412327985856,-494.194376292433,-258.064032037362,-1123.6665272091814,-852.2192718631319
2017-04-16 07:30:00,-528.7004711830743,-584.863702831635,-288.4746676343393,-1647.9328116173613,-1380.3811167092583
2017-04-16 08:00:00,-682.604581460994,-668.5414726520064,-320.1494914263088,-2080.4300337406676,-1345.7443717646252
2017-04-16 08:30:00,-794.2598963774466,-861.510751375929,-340.80605516126667,-2036.9525217279504,-1621.7314008587352
2017-04-16 09:00:00,-854.634758995808,-876.4231895570489,-325.2716769190725,-1927.4037080948092,-1844.7810272204897
2017-04-16 09:30:00,-921.6947611702227,-958.6367712801504,-363.257115347772,-2007.8169937872826,-1998.635075722147
2017-04-16 10:00:00,-1008.165501175395,-1007.3449775759826,-334.6200449053053,-2240.0565182494165,-2043.1569279279065
2017-04-16 10:30:00,-968.5246457460368,-1034.6692056857607,-351.99543921859305,-2336.2968944049258,-1845.4313501726258
2017-04-16 11:00:00,-914.8744341738976,-933.422728644467,-349.103558239267,-2318.856941540454,-1977.8719927869997
2017-04-16 11:30:00,-896.1734856505063,-929.5348080322213,-336.25091435234464,-2237.3552397442973,-1867.4651758893272
2017-04-16 12:00:00,-892.5804620919266,-883.8046120791117,-303.6889183145285,-2195.650787690409,-1984.7985193960492
2017-04-16 12:30:00,-841.1578330307043,-862.7414949176074,-319.02078967768546,-2149.1813885840747,-1880.0402747524656
2017-04-16 13:00:00,-880.3513488437484,-902.1372152352747,-311.2444907125804,-2070.599402016092,-1755.5962742091785
2017-04-16 13:30:00,-855.9679841232293,-887.2954708792655,-320.8532287047943,-1891.139395309731,-1759.2433457131613
2017-04-16 14:00:00,-816.4514661493207,-883.3608880802104,-319.10236251011105,-1953.8806798760122,-1630.2567332320552
